method,1,2,3,4,5,6,7,8,9,10
FixMyStreet.com,528.0,610.0,509.0,592.0,533.0,617.0,674.0,675.0,741.0,829.0
Mobile,199.0,305.0,245.0,287.0,257.0,323.0,439.0,435.0,443.0,516.0
