method,1,2,3,4,5,6,7,8,9,10
Mobile,304.0,216.0,252.0,358.0,297.0,301.0,469.0,416.0,314.0,522.0
Unclear,586.0,671.0,490.0,458.0,500.0,595.0,726.0,686.0,694.0,904.0
