method,1,2,3,4,5,6,7,8,9,10
Mobile,12472.0,13292.0,12751.0,10478.0,7839.0,6410.0,6069.0,5148.0,4975.0,4265.0
Open311,1.0,,,1.0,,,,,,
Unclear,26798.0,30212.0,33988.0,30938.0,29418.0,28794.0,29439.0,27362.0,27246.0,24423.0
