answered_survey,1,2,3,4,5,6,7,8,9,10
No,1151.0,861.0,546.0,691.0,664.0,694.0,702.0,534.0,548.0,604.0
Yes,93.0,118.0,70.0,108.0,164.0,168.0,147.0,117.0,124.0,151.0
