cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,4949.0,6614.0,8834.0,11386.0,10467.0,12641.0,16198.0,17422.0,24052.0,22238.0
FixMyStreet.com,16569.0,17831.0,21845.0,23306.0,22405.0,25487.0,29866.0,28363.0,28648.0,23198.0
