repeat_use,1,2,3,4,5,6,7,8,9,10
First Report,220.0,199.0,143.0,195.0,176.0,180.0,210.0,204.0,235.0,250.0
Reported Before,758.0,647.0,546.0,668.0,642.0,718.0,761.0,859.0,915.0,1232.0
