status,1,2,3,4,5,6,7,8,9,10
Not Reported Fixed,33436,33858,21903,18514,18919,19997,20624,21798,23659,14982
Reported Fixed,29953,23063,15913,11468,9946,10106,9520,10867,14657,9136
