status,1,2,3,4,5,6,7,8,9,10
Not Reported Fixed,543.0,664.0,531.0,600.0,565.0,687.0,800.0,747.0,851.0,889.0
Reported Fixed,184.0,251.0,223.0,279.0,225.0,253.0,313.0,363.0,333.0,456.0
