method,1,2,3,4,5,6,7,8,9,10
Cobrand,2633.0,7250.0,8732.0,12509.0,10347.0,15228.0,15743.0,19734.0,20046.0,22579.0
FixMyStreet.com,9741.0,12940.0,16678.0,19407.0,16948.0,18153.0,19144.0,18105.0,18223.0,15704.0
Mobile,9407.0,10876.0,10430.0,10889.0,10107.0,9206.0,7858.0,8143.0,7357.0,6571.0
