method,1,2,3,4,5,6,7,8,9,10
Mobile,8740.0,9926.0,9876.0,10190.0,9598.0,8782.0,7055.0,6922.0,6629.0,5981.0
Open311,,1.0,,,,,,,1.0,
Unclear,11640.0,19110.0,24919.0,30830.0,27468.0,33328.0,33362.0,35132.0,36036.0,36793.0
