repeat_use,1,2,3,4,5,6,7,8,9,10
First Report,169.0,214.0,130.0,194.0,295.0,274.0,243.0,209.0,200.0,253.0
Reported Before,1075.0,765.0,486.0,605.0,533.0,588.0,606.0,442.0,472.0,502.0
