method,1,2,3,4,5,6,7,8,9,10
FixMyStreet.com,640.0,612.0,451.0,580.0,466.0,598.0,792.0,717.0,662.0,792.0
Mobile,288.0,183.0,287.0,288.0,396.0,310.0,487.0,434.0,356.0,420.0
