status,1,2,3,4,5,6,7,8,9,10
Not Reported Fixed,746.0,552.0,508.0,594.0,576.0,630.0,651.0,701.0,840.0,1080.0
Reported Fixed,232.0,294.0,181.0,269.0,242.0,268.0,320.0,362.0,310.0,402.0
