cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,13764.0,22735.0,16332.0,12278.0,11147.0,11948.0,11510.0,13040.0,14375.0,7672.0
FixMyStreet.com,49625.0,34186.0,21484.0,17704.0,17718.0,18155.0,18634.0,19625.0,23941.0,16446.0
