method,1,2,3,4,5,6,7,8,9,10
Mobile,501.0,601.0,274.0,293.0,321.0,256.0,320.0,299.0,263.0,420.0
Unclear,246.0,369.0,444.0,499.0,396.0,497.0,511.0,458.0,697.0,588.0
