method,1,2,3,4,5,6,7,8,9,10
Mobile,9610.0,10643.0,9948.0,9697.0,10568.0,9427.0,8057.0,8385.0,7579.0,6928.0
Open311,,1.0,,,,,,,1.0,
Unclear,12529.0,19913.0,23723.0,29754.0,27970.0,32523.0,34842.0,38835.0,39286.0,40469.0
