status,1,2,3,4,5,6,7,8,9,10
Not Reported Fixed,455.0,629.0,566.0,527.0,570.0,564.0,465.0,634.0,651.0,611.0
Reported Fixed,326.0,272.0,204.0,206.0,245.0,285.0,230.0,271.0,291.0,253.0
