cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,23175.0,14685.0,12964.0,12671.0,12036.0,13081.0,11235.0,13313.0,9385.0,12256.0
FixMyStreet.com,37145.0,22739.0,18961.0,18918.0,21449.0,21735.0,23116.0,24785.0,24389.0,24281.0
