status,1,2,3,4,5,6,7,8,9,10
Not Reported Fixed,472.0,561.0,589.0,637.0,572.0,555.0,722.0,523.0,480.0,562.0
Reported Fixed,204.0,398.0,274.0,244.0,205.0,284.0,291.0,204.0,210.0,269.0
