cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,6493.0,8944.0,8889.0,10733.0,12329.0,11845.0,18241.0,15674.0,20978.0,20675.0
FixMyStreet.com,17054.0,20055.0,21575.0,25585.0,25536.0,25347.0,28149.0,26034.0,25335.0,22848.0
