method,1,2,3,4,5,6,7,8,9,10
FixMyStreet.com,264.0,555.0,423.0,410.0,544.0,521.0,408.0,511.0,595.0,476.0
Mobile,517.0,346.0,347.0,323.0,271.0,328.0,287.0,394.0,347.0,388.0
