answered_survey,1,2,3,4,5,6,7,8,9,10
No,786.0,758.0,705.0,800.0,736.0,896.0,1168.0,939.0,900.0,944.0
Yes,115.0,110.0,99.0,87.0,104.0,99.0,144.0,149.0,111.0,107.0
