status,1,2,3,4,5,6,7,8,9,10
Not Reported Fixed,23735,24694,19622,19581,17540,19867,21225,21656,31906,40670
Reported Fixed,16940,20744,13679,14475,11248,12017,11585,12205,14505,22794
