status,1,2,3,4,5,6,7,8,9,10
Not Reported Fixed,682.0,553.0,604.0,664.0,607.0,696.0,865.0,772.0,676.0,758.0
Reported Fixed,219.0,315.0,200.0,223.0,233.0,299.0,447.0,316.0,335.0,293.0
