status,1,2,3,4,5,6,7,8,9,10
Not Reported Fixed,12244,14766,17846,20252,21628,22303,23532,26057,30308,38754
Reported Fixed,6943,10400,15087,15768,16089,15491,15300,15079,16159,18313
