method,1,2,3,4,5,6,7,8,9,10
Mobile,9692.0,10600.0,10345.0,10749.0,10187.0,9109.0,7821.0,8095.0,7319.0,6780.0
Open311,,1.0,,,,,,,1.0,
Unclear,12609.0,20213.0,25096.0,31691.0,27419.0,33154.0,34307.0,37463.0,38103.0,39581.0
