method,1,2,3,4,5,6,7,8,9,10
FixMyStreet.com,432.0,371.0,469.0,541.0,415.0,454.0,576.0,474.0,408.0,567.0
Mobile,244.0,588.0,394.0,340.0,362.0,385.0,437.0,253.0,282.0,264.0
