answered_survey,1,2,3,4,5,6,7,8,9,10
No,632.0,800.0,656.0,778.0,714.0,817.0,1003.0,969.0,1051.0,1212.0
Yes,95.0,115.0,98.0,101.0,76.0,123.0,110.0,141.0,133.0,133.0
