method,1,2,3,4,5,6,7,8,9,10
Mobile,6838.0,6874.0,6928.0,7089.0,7642.0,9491.0,7675.0,9742.0,10812.0,10608.0
Open311,,,1.0,,,1.0,,,,
Unclear,12060.0,17890.0,24223.0,23979.0,25785.0,30537.0,31999.0,39510.0,39762.0,42873.0
