status,1,2,3,4,5,6,7,8,9,10
Not Reported Fixed,14279,17138,19199,22954,22286,25809,27295,30287,30102,31147
Reported Fixed,7860,13419,14472,16497,16252,16141,15604,16933,16764,16250
