method,1,2,3,4,5,6,7,8,9,10
Mobile,10477.0,12017.0,11579.0,9142.0,9901.0,7003.0,6687.0,5616.0,5489.0,5788.0
Open311,,,,,,,1.0,,1.0,
Unclear,20142.0,25215.0,26983.0,26675.0,28751.0,25704.0,28956.0,30711.0,31759.0,43722.0
