method,1,2,3,4,5,6,7,8,9,10
Mobile,15465.0,14996.0,9190.0,7837.0,6685.0,6540.0,6709.0,6875.0,7651.0,8894.0
Open311,,,,,,,,,,2.0
Unclear,25210.0,30442.0,24111.0,26219.0,22103.0,25344.0,26101.0,26986.0,38760.0,54568.0
