cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,3467.0,6984.0,9823.0,12153.0,13008.0,12630.0,15684.0,17395.0,19633.0,24024.0
FixMyStreet.com,17059.0,22271.0,24671.0,28585.0,25344.0,24783.0,23708.0,24057.0,23990.0,23050.0
