repeat_use,1,2,3,4,5,6,7,8,9,10
First Report,145.0,172.0,214.0,263.0,214.0,259.0,271.0,213.0,183.0,246.0
Reported Before,531.0,787.0,649.0,618.0,563.0,580.0,742.0,514.0,507.0,585.0
