method,1,2,3,4,5,6,7,8,9,10
FixMyStreet.com,359.0,485.0,277.0,459.0,600.0,562.0,580.0,419.0,449.0,518.0
Mobile,885.0,494.0,339.0,340.0,228.0,300.0,269.0,232.0,223.0,237.0
