cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,14.0,19.0,45.0,63.0,112.0,72.0,109.0,144.0,91.0,34.0
FixMyStreet.com,7691.0,8340.0,7880.0,9810.0,9833.0,10480.0,12103.0,10922.0,10307.0,10915.0
