method,1,2,3,4,5,6,7,8,9,10
Cobrand,42.0,36.0,10.0,4.0,5.0,3.0,,,,
FixMyStreet.com,5672.0,3568.0,4099.0,3025.0,3065.0,3917.0,3841.0,2800.0,2676.0,2794.0
Mobile,4990.0,2144.0,1695.0,1263.0,1545.0,1307.0,1746.0,1022.0,1149.0,895.0
