method,1,2,3,4,5,6,7,8,9,10
Cobrand,17.0,11.0,5.0,5.0,,6.0,14.0,8.0,6.0,27.0
FixMyStreet.com,2570.0,2984.0,3792.0,3156.0,3164.0,3587.0,3529.0,3807.0,4318.0,4517.0
Mobile,1985.0,2075.0,2086.0,1760.0,1657.0,1413.0,1445.0,1682.0,1651.0,1972.0
