cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,11.0,19.0,7.0,6.0,6.0,1.0,8.0,7.0,13.0,22.0
FixMyStreet.com,3965.0,5194.0,5367.0,5190.0,4976.0,4668.0,5409.0,5015.0,6283.0,7115.0
