cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,17.0,11.0,5.0,5.0,,6.0,14.0,8.0,6.0,27.0
FixMyStreet.com,4555.0,5059.0,5878.0,4916.0,4821.0,5000.0,4974.0,5489.0,5969.0,6489.0
