cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,42.0,36.0,10.0,4.0,5.0,3.0,,,,
FixMyStreet.com,10662.0,5712.0,5794.0,4288.0,4610.0,5224.0,5587.0,3822.0,3825.0,3689.0
