method,1,2,3,4,5,6,7,8,9,10
Desktop,19.0,38.0,65.0,73.0,67.0,65.0,130.0,66.0,82.0,104.0
Mobile,1734.0,2348.0,1720.0,1538.0,1881.0,1343.0,1564.0,1406.0,1590.0,1910.0
Unclear,2223.0,2827.0,3589.0,3585.0,3034.0,3261.0,3723.0,3550.0,4624.0,5123.0
