cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,16.0,26.0,39.0,105.0,90.0,76.0,87.0,161.0,84.0,19.0
FixMyStreet.com,6313.0,8674.0,8302.0,9649.0,9050.0,9757.0,10948.0,11098.0,11270.0,13220.0
