cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,,5.0,16.0,12.0,11.0,2.0,9.0,28.0,6.0,11.0
FixMyStreet.com,4657.0,4984.0,5677.0,5520.0,5867.0,4594.0,6240.0,5743.0,4471.0,5457.0
