method,1,2,3,4,5,6,7,8,9,10
Desktop,83.0,98.0,79.0,80.0,81.0,115.0,96.0,99.0,88.0,103.0
Mobile,1556.0,1486.0,1733.0,2432.0,2004.0,2224.0,2839.0,2193.0,2296.0,2268.0
Unclear,6066.0,6775.0,6113.0,7361.0,7860.0,8213.0,9277.0,8774.0,8014.0,8578.0
