year,1,2,3,4,5,6,7,8,9,10
2007,35.0,72.0,66.0,70.0,56.0,101.0,82.0,91.0,93.0,110.0
2008,215.0,392.0,378.0,394.0,410.0,399.0,365.0,413.0,482.0,561.0
2009,284.0,461.0,412.0,431.0,483.0,396.0,387.0,465.0,430.0,413.0
2010,366.0,598.0,548.0,551.0,514.0,570.0,591.0,555.0,583.0,697.0
2011,534.0,789.0,819.0,796.0,775.0,800.0,787.0,799.0,899.0,1037.0
2012,450.0,604.0,669.0,567.0,676.0,695.0,696.0,720.0,662.0,815.0
2013,407.0,549.0,574.0,663.0,596.0,726.0,659.0,759.0,752.0,824.0
2014,393.0,479.0,541.0,634.0,560.0,614.0,631.0,714.0,717.0,857.0
2015,440.0,496.0,577.0,632.0,576.0,757.0,753.0,711.0,781.0,967.0
2016,490.0,656.0,611.0,879.0,789.0,851.0,951.0,990.0,1073.0,1237.0
2017,466.0,682.0,697.0,851.0,812.0,823.0,1027.0,1000.0,1035.0,1193.0
2018,612.0,1007.0,866.0,1066.0,1090.0,1164.0,1748.0,1629.0,1354.0,1630.0
2019,727.0,915.0,754.0,879.0,790.0,940.0,1113.0,1110.0,1184.0,1345.0
2020,910.0,1000.0,829.0,1341.0,1013.0,997.0,1245.0,1303.0,1309.0,1553.0
