status,1,2,3,4,5,6,7,8,9,10
Not Reported Fixed,12483,6997,5368,5489,5378,5643,6706,7052,6022,5478
Reported Fixed,5053,3080,2482,2539,2643,2989,3013,3702,3428,3455
