cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,37.0,5.0,4.0,5.0,4.0,5.0,13.0,11.0,5.0,11.0
FixMyStreet.com,7809.0,5854.0,4268.0,4620.0,4344.0,4479.0,4809.0,5473.0,5575.0,5975.0
