cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,18.0,7.0,11.0,2.0,9.0,11.0,13.0,5.0,11.0,13.0
FixMyStreet.com,5143.0,5304.0,5466.0,4889.0,5095.0,4598.0,5533.0,5504.0,6480.0,5198.0
