status,1,2,3,4,5,6,7,8,9,10
Not Reported Fixed,7294.0,3958.0,3849.0,2828.0,3063.0,3421.0,3596.0,2558.0,2402.0,2197.0
Reported Fixed,3410.0,1790.0,1955.0,1464.0,1552.0,1806.0,1991.0,1264.0,1423.0,1492.0
