method,1,2,3,4,5,6,7,8,9,10
Desktop,8168,6585,6318,6015,4778,3988,3419,2952,2903,1874
Mobile,79498,78468,63750,49465,39015,32138,30234,25190,23374,20966
Open311,2531,1570,1070,864,1043,1226,1337,1489,1563,1262
Unclear,249659,234899,213577,192027,164867,145855,126761,113693,107168,87019
