method,1,2,3,4,5,6,7,8,9,10
Desktop,81.0,105.0,62.0,70.0,91.0,96.0,98.0,107.0,104.0,108.0
Mobile,1695.0,1398.0,1624.0,2140.0,1866.0,1911.0,2848.0,2496.0,2109.0,2950.0
Unclear,6378.0,6487.0,5686.0,6841.0,7355.0,8415.0,8866.0,8644.0,8860.0,9509.0
