method,1,2,3,4,5,6,7,8,9,10
Desktop,41.0,55.0,72.0,69.0,67.0,95.0,80.0,61.0,111.0,58.0
Mobile,2055.0,1889.0,1385.0,2011.0,1771.0,1587.0,1465.0,1243.0,1497.0,2103.0
Unclear,3105.0,3239.0,3003.0,3366.0,3182.0,4536.0,3305.0,3209.0,3950.0,4617.0
