got_response,1,2,3,4,5,6,7,8,9,10
No,972.0,634.0,538.0,581.0,505.0,557.0,676.0,619.0,762.0,931.0
Yes,543.0,489.0,421.0,400.0,420.0,411.0,475.0,508.0,544.0,633.0
