type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (Wales),218.0,236.0,223.0,254.0,196.0,287.0,628.0,293.0,359.0,400.0
Councillors,203.0,189.0,212.0,159.0,159.0,243.0,180.0,179.0,223.0,144.0
Lords,13.0,9.0,12.0,9.0,8.0,11.0,13.0,20.0,23.0,20.0
MEP,4.0,1.0,4.0,4.0,,5.0,4.0,3.0,5.0,
MP,399.0,449.0,432.0,387.0,531.0,588.0,709.0,597.0,684.0,779.0
