type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (Wales),175.0,192.0,205.0,207.0,308.0,268.0,330.0,561.0,367.0,486.0
Councillors,153.0,168.0,172.0,139.0,207.0,200.0,195.0,191.0,141.0,325.0
Lords,9.0,4.0,9.0,11.0,18.0,13.0,14.0,19.0,15.0,27.0
MEP,,4.0,9.0,1.0,,2.0,,,5.0,9.0
MP,246.0,362.0,384.0,460.0,531.0,538.0,696.0,812.0,784.0,739.0
