type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),2798.0,2527.0,1933.0,1634.0,947.0,592.0,222.0,186.0,54.0,43.0
Councillors,7497.0,7607.0,7452.0,6803.0,5846.0,4861.0,4746.0,4391.0,4572.0,4134.0
Lords,310.0,312.0,320.0,299.0,220.0,261.0,216.0,227.0,191.0,190.0
MEP,141.0,147.0,116.0,92.0,86.0,127.0,101.0,86.0,97.0,78.0
MP,17128.0,16665.0,16867.0,16125.0,15110.0,13974.0,13572.0,14037.0,13477.0,13314.0
