type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),197.0,1641.0,1856.0,1774.0,1325.0,1026.0,1148.0,755.0,923.0,291.0
Councillors,4220.0,6229.0,6898.0,6941.0,5981.0,6097.0,5538.0,5682.0,5540.0,4783.0
Lords,121.0,184.0,210.0,272.0,247.0,284.0,321.0,337.0,259.0,311.0
MEP,61.0,100.0,79.0,164.0,155.0,106.0,110.0,141.0,109.0,46.0
MP,7739.0,11055.0,13236.0,14441.0,16041.0,16733.0,16851.0,17216.0,17678.0,19279.0
