gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,887,1033,1217,1221,1369,1650,2018,1782,2061,2591
Male Representatives,1625,1941,2265,2424,2817,3297,3858,4312,4209,5313
