type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),7412.0,2146.0,828.0,434.0,79.0,36.0,1.0,,,
Councillors,13841.0,8049.0,6222.0,5453.0,4654.0,4453.0,4362.0,4093.0,3520.0,3262.0
Lords,421.0,218.0,208.0,269.0,225.0,212.0,197.0,252.0,246.0,298.0
MEP,177.0,91.0,170.0,85.0,99.0,142.0,66.0,61.0,70.0,110.0
MP,20220.0,13979.0,13150.0,13930.0,13475.0,14288.0,14306.0,14905.0,15242.0,16774.0
