type_of_recipient,1,2,3,4,5,6,7,8,9,10
Councillors,1669.0,1563.0,1424.0,1507.0,1579.0,1693.0,1392.0,1449.0,1285.0,1034.0
Lords,20.0,12.0,59.0,12.0,11.0,17.0,18.0,21.0,27.0,17.0
MEP,1.0,13.0,,,6.0,,,,15.0,6.0
MP,1034.0,1022.0,978.0,1068.0,1077.0,1161.0,1053.0,1114.0,1145.0,1084.0
MSP,2016.0,2316.0,2185.0,2505.0,2423.0,2746.0,2894.0,2777.0,3264.0,2827.0
