type_of_recipient,1,2,3,4,5,6,7,8,9,10
Councillors,1105.0,1156.0,1314.0,1285.0,1231.0,1303.0,1342.0,1571.0,1880.0,2405.0
Lords,35.0,30.0,9.0,7.0,12.0,11.0,55.0,8.0,23.0,24.0
MEP,18.0,7.0,,,,3.0,,,13.0,
MP,1290.0,950.0,836.0,864.0,838.0,883.0,972.0,1122.0,1295.0,1683.0
MSP,4190.0,2400.0,2042.0,2010.0,1826.0,2250.0,2239.0,2525.0,2810.0,3659.0
