type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),6087.0,3280.0,969.0,356.0,154.0,34.0,22.0,34.0,,
Councillors,12978.0,9908.0,6382.0,4990.0,4554.0,3951.0,3946.0,4006.0,3787.0,3407.0
Lords,338.0,319.0,212.0,243.0,195.0,217.0,274.0,266.0,251.0,231.0
MEP,178.0,158.0,111.0,99.0,97.0,82.0,109.0,100.0,65.0,72.0
MP,17484.0,16913.0,13725.0,13371.0,13242.0,14102.0,14488.0,15542.0,16025.0,15377.0
