type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),187.0,1606.0,1692.0,1737.0,1380.0,1031.0,1054.0,987.0,861.0,401.0
AM (Northern Ireland),358.0,598.0,1145.0,1498.0,1767.0,1003.0,,,,
AM (Wales),243.0,214.0,226.0,420.0,351.0,585.0,270.0,321.0,355.0,114.0
Councillors,5595.0,7489.0,7865.0,8003.0,7727.0,7556.0,7476.0,7684.0,8066.0,8409.0
Lords,143.0,219.0,250.0,347.0,319.0,325.0,391.0,363.0,339.0,367.0
MEP,79.0,106.0,92.0,182.0,140.0,125.0,94.0,157.0,132.0,68.0
MP,8681.0,11978.0,13606.0,15205.0,17269.0,18504.0,19227.0,20018.0,20580.0,23116.0
MSP,1001.0,1096.0,1114.0,1438.0,1808.0,2834.0,3584.0,3751.0,3553.0,5774.0
